,link_name,num_shares,status_message,status_type
159,Timeline Photos,63,":::::::::  Lenovo...New World, NewThinking !   :::::::::
Les Pcs portables Lenovo vous aident à en faire plus en moins de temps. Débordant de fonctions pour accroître la productivité, ces Pcs portables sont parfaits pour le multitâche et permettent d'exploiter davantage d'applications simultanément.

::::::: Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
160,MyTEK,63,"::::::: Catalogue MyTEK Juillet-Août 2012 :::::::

Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
161,Timeline Photos,62,":::::::::::: PCs de Bureau DELL ::::::::::::

Choisissez le PC DELL qui vous convient ! C'est à votre choix... Il Vostro !!!!

Que vous soyez Pro, Polyvalent, Multimédia ou Turbo; MyTEk a pensé à vous et elle vous offre le PC de bureau DELL qui correspond à vos besoins et à vos attentes!!!",photo
162,Timeline Photos,61,"Profitez...Mytek fait toujours l’exception !! Tablette ASUS Memo Pad 7 à moitié prix !!
Promo valable uniquement dans notre point de vente Charguia I .
www.mytek.tn",photo
163,Timeline Photos,61,"Les meilleurs offres sont toujours chez Mytek ! Tablette HP Slate 10 HD 3604ef / 10"" / 3G / à 399 TTC seulement !!!
www.mytek.tn",photo
164,Timeline Photos,61,"Bonjour & Bon Début de Semaine à Tous !!!
www.mytek.tn",photo
165,Timeline Photos,61,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
::::::PACKARD BELL EasyNote TE B960 à 629 TTC au lieu de 699 TTC::::::
www.mytek.tn",photo
166,Humeur & Bon goût...,61,"Bonjour à toutes & à tous !!! :) Inchallah, une excellente journée vous attends ...
Com d'hab', Pleins de promos et de nouveaux produits vous attendent aussi sur notre site web : www.mytek.tn",photo
167,,60,"Mouled mabrouk ...
PACK BLACK & DEKER Blender + Hachoir Mini + Mixeur Plongeant à 199dt au lieu de 259dt ...
Pour commander :
http://www.mytek.tn/mixeur-tunisie/13509-pack-black-deker.html",photo
168,Timeline Photos,60,"Profitez du meilleur Pack Sony..!! Smart Phone Xperia M + Casque professionnel Sony à 239 TTC seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) www.mytek.tn",photo
169,Timeline Photos,60,"Les meilleurs offres sont toujours chez Mytek ! Samsung Galaxy Note 4 + TIGE SELFI / à 1525 TTC seulement !!!
www.mytek.tn",photo
170,Timeline Photos,60,"Les meilleurs offres sont toujours chez Mytek ! Samsung Galaxy TAB 3 à 259 TTC seulement !!!
www.mytek.tn",photo
171,Timeline Photos,59,Les meilleurs offres sont toujours chez Mytek !! Le Smartphone Samsung Galaxy J1 est seulement à 299 TTC !!!,photo
172,Timeline Photos,59,":::::::::::::::::::: SONY CYBERSHOT DSC-W530 :::::::::::::::::::

Léger, compact et confortable à porter, l'appareil photo numérique W530 Cyber-shot™ est le compagnon idéal de vos vacances, de vos réunions de famille et bien plus. Une qualité d'image incomparable est associée à une utilisation simple, même si vous êtes débutant en matière de photographie numérique.

::::::::::::::::::::::::: Disponible chez MyTEK au prix de 279 DT !",photo
173,Timeline Photos,58,"Profitez avec MyTEK !
Smartphone ASUS ZenFone 3 Laser 32Go à 599dt au lieu de 629dt.
Smartphone ASUS ZenFone 3 Laser 64Go à 649dt au lieu de 699dt.
 http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=zenfone+3+laser&submit_search=",photo
174,Timeline Photos,58,"Les meilleures offres sont toujours chez Mytek !!! Pc Portable Lenovo Idea Pad E10 Dual Core n2840 / 2Go DD3/ 500Go / Ecran 10"" à 299 TTC seullement !!!!
www.mytek.tn",photo
175,Timeline Photos,58,"PC Portable HP Pavilion G6-2301EK à 999 TTC au lieu de 1069 TTC avec plusieurs cadeaux surprise !! 
www.mytek.tn",photo
176,MyTEK,58,,photo
177,Timeline Photos,58,"::::::: Une sélection de PCs portables ACER... La prouesse de la technologie à votre portée et aux meilleurs prix.

::::: Ceci n'est qu'une bouffée d'air issue d'un Catalogue frais de MyTEK pour cet été 2012. Pour le feuilleter, prière visiter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
178,Timeline Photos,57,"Les meilleurs offres sont toujours chez Mytek ! HP 250 G3 Dual Core /2 Go/ 500 Go / à 435 TTC seulement !!!
www.mytek.tn",photo
179,25% de réduction,57,"Petit prix mais grand style ! profitez de la Tablette Aikun 7"" 8Go Wifi à 95DT seulement",offer
180,Timeline Photos,57,"Profitez !! PC ASUS Gamer G75VW à 3639 TTC au lieu de 3759 TTC !!
www.mytek.tn",photo
181,MyTEK,57,,photo
182,Timeline Photos,57,"Profitez !!
www.mytek.tn",photo
183,Timeline Photos,56,"Les meilleures offres sont toujours chez Mytek !! Tablette Lenovo IdeaPad A3500 7''/QC1.3Ghz/1Go/16Go/3G/Double Camera..à 269 TTC seulement !!
www.mytek.tn",photo
184,Timeline Photos,56,"Tablette Acer 7"" / 16Go / 3G à 229 dinars au lieu de 329 dinars !!! www.mytek.tn",photo
185,60 dt de réduction !,56,L'Acer Liquide Z4 à 199 dt seulement au lieu 259 dt ! Profitez de notre offre !!!,offer
186,Timeline Photos,56,"*** Caméscope plat, léger et facile à utiliser avec un zoom ultra puissant : Presque 3 h sur la mémoire de 4 Go, objectif Carl Zeiss doté d'un zoom optique 60x / zoom étendu jusqu'à 70x, écran LCD 7,5 cm / 3""

*** La DCR-SX65E de SONY est disponible chez MyTEk au prix : 599 DT ***

Pour plus de détails techniques sur cette offre, prière visiter notre site web ou suivre ce lien: http://www.mytek.tn/camescope/580--sony-handycam-dcr-sx65e-4go.html",photo
187,Timeline Photos,56,"Beats Solo HD by Dr Dre
Casque à arceau de tête - câble ControlTalk pour iPod et iPhone avec microphone et touche de prise d'appel Coussinets moelleux supra auriculaires.
------------->Disponible chez MyTEK au prix de 425 D
www.mytek.tn",photo
188,Dell Inspiron N5110,56,Dell Inspiron N5110,link
189,Timeline Photos,55,"TABLETTE LENOVO A3300 + étui Samsonite et kit JBL à 249 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
190,Timeline Photos,55,"Mytek fait toujours l’exception !! Tablette Huawei Media Pad X1 à prix fou !!! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
191,Timeline Photos,55,"Les meilleures offres sont toujours chez Mytek !! Tablette D-Link + pack offert à 119 seulement !!
www.mytek.tn",photo
192,www.mytek.tn,54,"Antivirus 2012, vraiment intéressant !!!  ",video
193,Timeline Photos,53,"Brisez les barrières, La machine de combat utlime. #Republic_Of_Gamers 
Vente flash disponible chez Mytek à 1689 TTC dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
194,Timeline Photos,53,"Nouveauté chez Mytek !! Smartphone EverMellow D50 à 269 TTC 
Un grand choix de Mobile & Smartphone sur : www.mytek.tn",photo
195,Timeline Photos,53,"Vous cherchez un produit abordable, facile à utiliser et élégant ?
Profitez de la Promo IPAD 3 Wifi + 4G 16Go à seulement 1099 DT au lieu de 1169 DT !!! et bénéficiez d'1 mois Internet offert !!!
www.mytek.tn",photo
196,Timeline Photos,53,"::::::::::HP Pavilion g6-2001sk:::::::::::
::Disponible chez Mytek.tn à 889 DT !!!::
::::::::::::::www.mytek.tn::::::::::::::::",photo
197,Timeline Photos,52,"Pour des fêtes encore plus folle !! Profitez du pack Asus : Pc Portable + Tablette 3G , les deux à 599 TTC seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
198,Timeline Photos,52,"TABLETTE LENOVO A3300 + étui Samsonite et kit JBL à 249 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
199,Timeline Photos,52,"*** Envie d'un concentré de légèreté ?
***** Envie de voir en HD ?
******* Envie d’une tablette à votre image ?

Alors découvrez la gamme des tablettes SAMSUNG disponibles chez MyTEK, et suivez le rythme de la vie !...

Pour plus de détails sur nos offres SAMSUNG Galaxy Tab, prière visiter notre site web ou suivre ce lien:
http://www.mytek.tn/187-tablette-pc#/fabricant-samsung",photo
200,Timeline Photos,51,"M A B R O U K   à  Chedia Hafsi a gagné une superbe tablette ASUS
Restez connectés à notre page le prochain cadeau sera une Tablette 3G HP ;)
Bonne chance à tous 
www.mytek.tn",photo
201,Timeline Photos,50,Bienvenue à MyTEK Sousse :),photo
202,Timeline Photos,49,Du jamais vu! La Tablette Acer B1-720 est en promotion à 149DT seulement au lieu de 189DT,photo
203,259DT au lieu 299DT,49,"L'Asus #Fonepad 7"" Double SIM 3G à processeur Quad-Core et RAM 1Go pour 259DT seulement",offer
204,Timeline Photos,49,"C 'parti...chez Mytek !! 15 jours de folie à petit !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
205,Timeline Photos,49,"Bonjour et bonne fin de semaine! :) 
www.mytek.tn",photo
206,Timeline Photos,49,"Bonjour à tous !!!!
www.mytek.tn",photo
207,Timeline Photos,49,"::::::: Soyez au coeur de l'action et immortalisez vos meilleurs souvenirs avec notre sélection d'Appareils Photos Numériques Samsung disponible chez MyTEK !!!!

Coupé !!... Ce n'est qu'un petit zoom sur notre nouveau catalogue Eté 2012 que vous le retrouver sur ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html

:::::::A en profiter !!!!! Soyez les bienvenuuuuuuuuuuuuuus !",photo
208,Timeline Photos,48,"Profitez ! PC Portable LENOVO G5030 disponible chez Mytek à 499 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
209,15% de  réduction,48,La Tablette Acer B1-720 est en promotion à 159DT seulement au lieu de 189DT,offer
210,Timeline Photos,48,"C 'parti...chez Mytek !! 15 jours de folie à petit prix !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
211,"Publicité HP : Jeux d'ombres ! Très jolie, A voir absolument",48,"Les PC HP sont disponibles chez MyTEK,Bienvenue 
www.mytek.tn",video
212,Stock limité,47,Venez profitez de Lp maracana 2 Double SIM avec son Etui à seulement 309DT,offer
213,Timeline Photos,47,"ROMO PROMO PROMO chez Mytek !!!
Découvrez nos Ventes Flash dans tous nos magasins Mytek : CHARGUIA-ARIANA-TUNIS-SOUSSE

::::SPENDEL de 25 DVD Imprimable à seulement 5DT !!!::::
:::::::::::::::Profitez !! Stock limité !!::::::::::::::::
www.mytek.tn",photo
214,Timeline Photos,47,"Vivez la coupe d'europe 2012 avec mytek !!!
Payez 140 DT x 6 et partez avec un TV TOSHIBA LED 32"" !!!
ou 799TTC au comptant.
www.mytek.tn",photo
215,Timeline Photos,46,"STOP PROMO !!!
TV 40'' Full HD Smart Ecolux + Radio Réveil Grunding à 689 TTC seulement !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
216,Timeline Photos,46,"Lenovo Y5070 à 1839 au lieu de 1939 et 2 cadeaux en plus !!!
http://www.mytek.tn/pc-gamer-/2145-pc-portable-lenovo-y5070-i7-16go-.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
217,Timeline Photos,46,"Tablette SAMSUNG Galaxy Tab 3 7'' à 269 TTC
www.mytek.tn",photo
218,Timeline Photos,46,"Nouveau Smartphone Infinix SURF Smart 3G Double SIM à 199 TTC
Un grand choix de Mobiles & Smartphones sur : www.mytek.tn",photo
219,Timeline Photos,46,"Livraison GRATUITE en Tunisie
PC Portables, Tablettes, Imprimantes & Accessoires 
www.mytek.tn",photo
220,Timeline Photos,46,"Bac !...BAC?! ... Enfin vous l'avez eu !!!!
Mabrouk !!!.... Alf Alf mabrouk !!!!!!
******
13ème idée Cadeau : Vous méritez l'ordinateur professionnel, le HP Pro 3400. Il est performant et évolutif, cet ordinateur HP sera un achat tout indiqué pour vos tâches informatiques actuelles et à venir. Son format compact offre un encombrement minimal, idéal pour les petits espaces de travail.
****** Disponible chez MyTEk au prix de 1429 DT
********* Proc i7 - RAM 8Go - DD 500Go - Graph 2 Go",photo
221,MyTEK,46,,photo
222,Timeline Photos,45,"Les offres de l'année chez MyTEK commencent !!
www.mytek.tn",photo
223,Timeline Photos,45,"MyTEK recrute
www.mytek.tn",photo
224,MyTEK,45,"صباح زهر اللوز والليمون ...
صباح زهر الفل والياسمين !!!

::::: Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
225,Timeline Photos,45,"Nous assurons la livraison de vos commandes chez vous n'importe où dans toute la République et vous ne payez qu'à la réception de votre commande.
http://www.mytek.tn/content/1-livraison
www.mytek.tn",photo
226,Timeline Photos,44,"Téléviseur TELEFUNKEN LED Full HD 43"" avec garantie de 3ans à 859dt
http://www.mytek.tn/tv-led-tunisie/8399-televiseur-telefunken-43e4600b-led-full-hd-43.html
Table TV couleur: Chêne brut à 259dt
http://www.mytek.tn/meuble-tv/9735-table-tv-lcd-alesta-tv033cb.html",photo
227,Timeline Photos,44,"D-link Point d'acces sans fil dap 1360, à 95 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
228,Timeline Photos,44,"Spécial rentrée scolaire !!! Pc Portable LENOVO E10 + Tablette Super TAB Offerte à 499 TTC seulement !!!!
www.mytek.tn",photo
229,Timeline Photos,44,"Les meilleures offres sont toujours chez Mytek !! Smart Phone Lenovo A319 /  DC1.3Ghz/4''/ 4Go/ Ram 512Mo/ Double Camera à 189 DT seulement !!
www.mytek.tn",photo
230,Timeline Photos,44,Bonjour et Bon de Travail à vous Tous :),photo
231,Timeline Photos,44,"صباحكم ورد وفل وياسمين...:)
Com d'hab', Pleins de promos et de nouveaux produits vous attendent sur notre site web : www.mytek.tn",photo
232,Timeline Photos,44,"Bonjour & Bonne journée à Tous :)
www.mytek.tn",photo
233,Timeline Photos,44,"Beats Solo HD by Dr Dre 
Casque à arceau de tête - câble ControlTalk pour iPod et iPhone avec microphone et touche de prise d'appel Coussinets moelleux supra auriculaires.
------------->Disponible chez Mytek au prix de 425 D
www.mytek.tn",photo
234,Timeline Photos,44,"PC portable Dell Inspiron N7110 I7/8GO/750GO/2GO seulement pour 1469DT. Profitez!!!
www.mytek.tn",photo
235,Timeline Photos,43,"Promo CAN 2017 !
Téléviseur SAMSUNG J4100 32''  à 599dt au lieu de 699dt
http://www.mytek.tn/tv-led-tunisie/5717-televiseur-samsung-j4100-32-slim-led-.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
236,Timeline Photos,43,"PC PORTABLE ASUS X555LJ, à 1269 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
237,Timeline Photos,43,"Profitez ! PC PORTABLE ASUS X555LJ à 1269 TTC seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
238,Timeline Photos,43,:::::: Les PCs de bureau trouvent une autre vérité avec les PCs ACER Veriton disponibles chez MyTEK...,photo
239,Intel core i7 ad,43,Découvrez la nouvelle génération du  processeur Intel Core i7.!!!,video
240,Timeline Photos,42,"Un PC Gamer ASUS ROG i7-7700HQ 7è Génération + GTX1050 4Go + Windows 10 original et 2 ANS de Garantie à 2299 DT au lieu de 2699DT !!!
http://www.mytek.tn/pc-gamer-tunisie/9130-pc-portable-asus-rog-gl753ve-i7-7e-gen-8go-1to128-go-ssd.html",photo
241,Timeline Photos,42,"Coffre Fort Electronique YALE YSV200DB1 à 159 TTC au lieu de 219 TTC !!
Protéger vos bien avec MYTEK
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
242,Timeline Photos,42,"Profitez de la tablette HP Plus II 3G à 265 dt seulement !!!
+1500 articles en stock!",photo
243,Timeline Photos,42,"Petit prix mais grand style ! profitez de la Tablette Aikun 7"" 8Go Wifi à 95DT seulement",photo
244,www.mytek.tn,42," Jeux d'ombres ! Très jolie, à voir absolument !!",video
245,Timeline Photos,41,"Micro-onde LG MS2043H 20Litres à 189 DT Seulement ! , Pour les 10 premières Commandes en ligne.
http://www.mytek.tn/micro-onde/9981-micro-ondes-lg-ms2043h-20-litre.html",photo
246,Timeline Photos,41,"Splendeur, douceur et saveur.. Chez Mytek machine Nespresso à seulement 299 TTC + 36 capsules offertes !!.
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
247,Timeline Photos,41,"Les meilleurs offres sont toujours chez Mytek ! HP 250 G3 Dual Core /2 Go/ 500 Go / à 435 TTC seulement !!!
www.mytek.tn",photo
248,Timeline Photos,41,"Offre EXCLUSIVE chez Mytek !! Pc portable ASUS X553MA BING Dual Core N2840/ 4Go/ 500Go/ 15.6''/ Intel HD/ Win8.1 à 499 seulement !!!
www.mytek.tn",photo
