,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,
,#Dracowar #TNWebday #sesame,Mobile Uploads,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/610100282457995/?type=3,2015-03-07 13:47:24,0,0,0,0,0,0,0,0,0,0,
,ambiance #TNWebdays,,video,https://www.facebook.com/ClubJ2I/videos/610098362458187/,2015-03-07 13:46:33,1,0,0,1,0,0,0,0,0,0,
,participants hackathon mobile,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/609879399146750/?type=3,2015-03-07 06:48:11,0,0,0,0,0,0,0,0,0,0,
,jeune ing - responsable d'organisation hackathon mobile,Mobile Uploads,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/609876479147042/?type=3,2015-03-07 06:38:01,3,0,0,3,0,0,0,0,0,0,
,"Si vous souhaitez  participer  au hackathon mobile tnWebdays qui se déroulera à sesame (pôle technologique el ghazela)  et que vous n'avez  malheureusement pas réussi  à obtenir un ticket et vous voulez participer veuillez nous contacter en message privé sur notre page:
https://www.facebook.com/ClubJ2I
#Tnwebdays",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/608626439272046/?type=3,2015-03-04 15:28:04,1,0,0,1,0,0,0,0,0,0,
,"salam,
 La troisième séance de la formation qui devait avoir lieu cette semaine est reportée due à l'événement ""7adhra isamm"". Elle aura donc lieu la semaine prochaine à 14h nchallh :)",,status,,2015-02-26 11:06:02,0,0,0,0,0,0,0,0,0,0,
,,Rapport de stage en Latex,link,https://www.facebook.com/permalink.php?story_fbid=815984981814361&id=815957011817158,2015-02-22 16:01:19,0,0,0,0,0,0,0,0,0,0,
,,Formation Unity fevr/mars 2015,photo,https://www.facebook.com/ClubJ2I/photos/a.602993623168661.1073741829.201198273348200/602993799835310/?type=3,2015-02-21 17:48:29,6,0,0,6,0,0,0,0,0,0,
,"salem ennes elkol kif ma w3ednekom hethi liste mte3 elli 9belnehom fi formation Unity niveau avancé. 
la confirmation finale se fait par téléphone  en appelant 
(26 018 141 / 53 842 756).

Remarque:
la formation des débutants reste valable chaque samedi 14h
.
.
.",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/602075843260439/?type=3,2015-02-19 18:58:54,1,0,0,1,0,0,0,0,0,0,
,2ème séance,Formation Unity A--Z (sur quatre semaines),event,https://www.facebook.com/events/845394248832799/,2015-02-19 18:53:44,0,0,0,0,0,0,0,0,0,0,
,"--NEW-- && --GRATUIT--
.
Formation Avancé Unity (modélisation et programmation)
Pour ceux qui veulent une formation unity avec un niveau avancé merci remplir cette formulaire soigneusement. 
Si vous avez un ami en pfe diffuse le l'information émoticône smile 
le nombre est limité et favorise les étudiants de pfe donc prend bien vitre temps de lire la description de la formulaire.
.
.
le lien de la formulaire: http://goo.gl/forms/RwyP4Tjnfq",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/601561176645239/?type=3,2015-02-18 15:18:10,1,0,1,1,0,0,0,0,0,0,
,"Pour S'inscrire à la formation de Unity, veuillez remplir ce formulaire.
Soyez les bienvenus.
#j2i #t3alem #unity #isamm

http://goo.gl/ilisuI",,status,,2015-02-12 16:29:10,0,0,0,0,0,0,0,0,0,0,
,"**Gratuite** 
la formation se deroulera tout les samedis sur une periode de quatre semaines :
- (14 fév) Séance 1 (Vue générale de Unity et creation d'un jeux 3d)
-(21 fév) Séance 2 (creation d'une fonction pour mixer deux textures 2D)
-(28 fév) Séance 3(Creation d'une fonction pour rotation et mixage de textures 2D)
-(7 mars) Séance 4(Manipulation de vertex mesh au niveau de Unity)

Merci d'apporter vos PC pour la formation",Formation Unity A--Z (sur quatre semaines),event,https://www.facebook.com/events/845394248832799/,2015-02-12 14:43:46,0,0,0,0,0,0,0,0,0,0,
,"#Remerciement 
 Je m'adresse à toute l'équipe de club #J2I. , les anciens et les nouveaux membres , Bref toute personne qui a participé au sein ce club.
 Merci pour vous tous :) 

Je m'adresse spécialement à Slim Namouchi Ahmed Fathallah Mirou Khemissiet Rahma Asmi et bien sure Sabri Gharbi :)

 Nous avons été une équipe formidable , une équipe solidaire , professionnelle , qui a travaillé dur pour faire réussir le club et donc réussir l'ISAMM.

 Sincèrement comme étant Président du club je vous remercie tous, et je dirai pour la n ème fois fois que , sans vous , rien n'aurait pu réussir. Vous étiez tous à la hauteur. Je vous remercie encore une fois #ahmed #Slim #Amira et #Rahma. 
Sincèrement c'est notre union qui a fait notre force :)

 Bien sure Je devrai remercier Monsieur Skander Belhaj  pour son effort fourni tout au long de notre parcours ainsi que le fameux Monsieur  Mehrez Essafi qui a été toujours avec nous.
 Un grand merci pour vous chers enseignants. 

Voila j'ai bien aimé de partager avec vous mes sensations, et bien sure dire un mot de fin pour vous honorer cher amis , cher enseignants et cher adhérents et sympathisants. 

Nous allons bien tôt quitter l'iISAMM , je souhaiterai la réussite pour le nouvel staff technique ainsi que tout le bonheur pour tout le monde. 

Voila toute histoire a surement une fin mais chaque fin annonce toujours un nouveau départ , un nouveau défi. 
Vive le Club J2I .Bon courage tout le monde

 Rabbi iwafa9 ennes el kol. :) :( :)",Jeunes Ingénieurs ISAMM,link,https://www.facebook.com/ClubJ2I/,2014-12-17 18:56:38,16,7,0,16,0,0,0,0,0,0,
,"Lien de téléchargement du bootStrap:
https://www.dropbox.com/sh/4z7f102ji6fpoch/AABDU9DJW7WTfQflSFLx4v1oa?dl=0",Bootstrap Docs 3.2.0,link,https://www.dropbox.com/sh/4z7f102ji6fpoch/AABDU9DJW7WTfQflSFLx4v1oa?dl=0,2014-12-13 07:46:46,1,0,0,1,0,0,0,0,0,0,
,"Pour S'inscrire à la formation de Bootstrap, veuillez remplir ce formulaire.Soyez les bienvenus.",Formation Bootstrap @j2i,link,https://docs.google.com/forms/d/1uqv6swbG3hPfPeVgbGSExgh1p613RP3UDqBbx4712Lk/viewform,2014-12-11 15:44:20,2,0,0,2,0,0,0,0,0,0,
,"Formation Bootstrap, samedi 13 décembre à 12:00

https://www.facebook.com/events/322466154628619/?ref_newsfeed_story_type=regular",Formation Bootstrap,event,https://www.facebook.com/events/322466154628619/,2014-12-09 22:04:07,1,0,0,1,0,0,0,0,0,0,
,"STOP!! RECRUTEMENT, aujourd'hui les membres du club Jeunes Ingénieurs ISAMM veulent renforcer leurs union et faire partager le plaisir de la vie active aux élèves ingénieurs; pour cela nous vous offrons la possibilité d’intégrer notre club.
1-Les candidats doivent impérativement être inscrit en cycle ingénieur et bien sur à l'ISAMM.
2-La sélection se fera principalement par rapport à la motivation des candidat, c'est justement pour cela que nous avons fixé la date de jeudi le 16 octobre pour un entrevu avec les candidats.
3-Pour les personnes qui ne pourrons pas se présenter le 16/10/2014 à 11h45 dans le mini amphi merci de s'abstenir. Soyons responsable.
4-Veuillez remplir soigneusement le formulaire ci-joint pour la bonne gestion de l'entrevu.
Les ingénieurs soyez au RDV ne passez pas à côté d'une merveilleuse expérience.",Candidature club J2I - Google Spreadsheets,link,https://docs.google.com/spreadsheets/d/1fqH5wURdJVmX1Il6Ujcm1G8tJvKfpwjyKv3uFS9z894/edit?usp=sharing,2014-10-14 15:37:30,3,0,5,3,0,0,0,0,0,0,
,"Club Jeunes ingénieurs ISAMM (J2I) est de retour ! 
Mardi le 14 Octobre à partir du 11h40 dans le mini Amphi :
• Présentation des activités du club
• Recrutements des nouveaux membres pour le club J2I
• Annonce d'une deuxième édition du challenge national Top Coders Tunisia
• Devenez membre 
Soyez nombreux !!",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/536034373197920/?type=3,2014-10-12 04:40:28,7,2,9,7,0,0,0,0,0,0,
,"Mardi le 14 Octobre à partir du 11h40 dans le mini Amphi :
• Présentation des activités du club
• Recrutements des nouveaux membres pour le club J2I
• Annonce d'une deuxième édition du challenge national Top Coders Tunisia
• Devenez membre 
Soyez nombreux !!
https://www.facebook.com/ClubJ2I",Club Jeunes ingénieurs ISAMM (J2I) est de retour,event,https://www.facebook.com/events/1564561987101068/,2014-10-12 04:24:02,0,0,0,0,0,0,0,0,0,0,
,,Digitives Forward,photo,https://www.facebook.com/digitivesforward/photos/a.276792922343948.68613.276789789010928/749981985025037/?type=3,2014-04-25 00:09:46,0,0,0,0,0,0,0,0,0,0,
,Journée Portes Ouvertes de L'Institut Institut Superieur des Arts Multimedia de la Manouba(Page officielle),Journée Portes Ouvertes de L'Institut Institut Superieur des Arts Multimedia de la Manouba,video,https://youtu.be/UyuVUo6lofo,2014-03-25 16:47:25,0,0,1,0,0,0,0,0,0,0,
,,Top Coders Tunisia | Ihec Presse +,link,http://ihec-presse.com/2014/03/top-coders-tunisia/,2014-03-18 10:36:54,2,0,0,2,0,0,0,0,0,0,
,C'est notre union qui a crée  notre force. Bravo pour tout l'équipe organisatrice ainsi qu'aux chers bénévoles qui ont fait réussir cet évènement.,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/432958116838880/?type=3,2014-03-16 17:26:39,8,1,2,8,0,0,0,0,0,0,
,Notre intervention sur Radio Jeunes :),Top Coders Tunisia,video,https://www.facebook.com/topcoderstunisia/videos/679803165396977/,2014-03-13 13:47:25,1,0,0,1,0,0,0,0,0,0,
,,Top Coders Tunisia,link,https://www.facebook.com/topcoderstunisia/posts/679429232101037,2014-03-12 14:50:35,0,0,0,0,0,0,0,0,0,0,
,"Voici la liste des universités tunisiennes qui vont participer à notre évènement. Nous souhaitons le bienvenue pour vous tous chers participants et comme disait le proverbe "" Aux grandes âmes, les grands challenges"".
A très bientôt",Top Coders Tunisia,photo,https://www.facebook.com/topcoderstunisia/photos/a.673868052657155.1073741828.673857985991495/679083808802246/?type=3,2014-03-12 04:13:47,3,0,0,3,0,0,0,0,0,0,
,Notre intervention sur Radio IFM ,),Top Coders Tunisia,video,https://www.facebook.com/topcoderstunisia/videos/678080075569286/,2014-03-09 11:37:30,2,0,0,2,0,0,0,0,0,0
,"Bonjour chers topCoders,
Veuillez attendre notre intervention sur  le Live Radio IFM à 14h avec @Rafaa .
Restez branché sur la 100.6  ;)
Top Coders Tunisia Coming soon ...  ;)",,status,,2014-03-09 04:47:00,6,0,6,6,0,0,0,0,0,0,
,"Chaque étudiant qui veut participer au challenge doit maîtriser l’un des langages de programmation suivants : C, C++, JAVA et posséder un bon niveau en anglais. L’équipe doit être composée de 3 étudiants qui devrait désigner un parmi eux comme responsable .
Pour avoir une idée complète sur l’événement et pour pouvoir s'inscrire veuillez visiter le lien de notre site http://topcoderstunisia.com/.",Top Coders Tunisia,photo,https://www.facebook.com/topcoderstunisia/photos/a.673868052657155.1073741828.673857985991495/676031905774103/?type=3,2014-03-05 14:08:15,2,2,3,2,0,0,0,0,0,0,
,Coming soon ... ,),Jeunes Ingénieurs ISAMM,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/423504407784251/?type=3,2014-02-23 16:17:27,2,0,1,2,0,0,0,0,0,0
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/423504407784251/?type=3,2014-02-23 13:03:09,5,1,2,5,0,0,0,0,0,0,
,"Offre de stage PFE ingénieur "" SharePoint 2010/2013 ""


CONTACT : hedi.bentaleb@dotit.com.tn (envoyez votre CV à cette adresse si vous êtes intéressé)",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/404201929714499/?type=3,2014-01-09 15:52:45,0,0,2,0,0,0,0,0,0,0,
,Le plus grand site de développement web dans le monde. A vous de le voir et de le découvrir :)=>http://www.w3schools.com/,W3Schools Online Web Tutorials,link,http://www.w3schools.com/,2013-12-30 08:49:17,2,0,1,2,0,0,0,0,0,0,
,Bravo toute l'équipe :) Fier d’être parmis vous :) By  Sabri Gharbi,Formation Sharepoint,photo,https://www.facebook.com/ClubJ2I/photos/a.386785578122801.1073741828.201198273348200/387136808087678/?type=3,2013-12-02 14:08:23,16,0,1,16,0,0,0,0,0,0,
,,Formation Sharepoint,photo,https://www.facebook.com/ClubJ2I/photos/a.386785578122801.1073741828.201198273348200/386789761455716/?type=3,2013-12-01 15:22:40,35,8,0,35,0,0,0,0,0,0,
,"Le club J2I tient en premier lieu à remercier le formateur pour son effort ainsi que la qualité de sa formation , en deuxième lieu on remercie Mr Mehrez Essafi et Mr Skander Bel Haj pour leur encadrement tout au long de la formation, on remercie aussi touts les étudiants qui ont participé à notre événement. Et finalement on remercie toute l'équipe J2I :)",,status,,2013-12-01 15:10:03,6,5,0,6,0,0,0,0,0,0,
,"Planning de la formation sharepoint:

**** Samedi ****
10:00 Départ
11:30 Escale à la station de Grombalia 
13:00 Arrivée à l'hôtel
14:00 Début de la formation
16:30 Pause 
17:00 Retour à la salle de conférence 
19:30 Dîner
20:30 Retour à la salle de conférence 
22:00 Vous avez quartier libre 

**** Dimanche ****
8:00 Petit déjeuner
9:00 Retour à la salle de conférence 
11:30 Libération des chambres 
12:00 Possibilité d'avoir une autre session
14:00 Retour à la Mannouba

NB:-Veuillez ramener vos disques durs externes si c'est possible 
     -Vous devez avoir 50Go d'espace libre sur vos PC ou sur un disque dur externe.",,status,,2013-11-29 15:53:58,3,0,0,3,0,0,0,0,0,0,
,"Bonsoir à tous, la date limite pour vous inscrire à la formation Sharepoint est le jeudi 28 Novembre 2013.",,status,,2013-11-25 15:04:54,3,0,0,3,0,0,0,0,0,0,
,"Bonsoir à tous, demain notre département C# lancera sa première formation , pour plus d'information veuillez joindre ce groupe: 
https://www.facebook.com/groups/423654064400752/
Bonne soirée :)",,status,,2013-11-24 12:47:38,0,0,0,0,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/383843575083668/?type=3,2013-11-24 07:04:51,4,0,3,4,0,0,0,0,0,0,
,"Le club J2I organise une formation Sharepoint à El Manara hôtel le 30/11 et 01/12 , elle sera assuré par Mr Hedi BEN TALEB

******* Contenue de la formation ******

1) Introduction

2) Architecture SP2010 VS 2013 

3)Présentation des nouveautés de SharePoint 2013 (atelier Théorique)

4)Installation et configuration
Stratégie de sauvegarde / restauration (atelier pratique 1)

5)Administration des applications web
Administration des sites web (atelier pratique2)

6)Configuration de la collection de sites
Gestion des sites (atelier pratique 3)

7)Gestion des solutions
Gestions des rôles et des groupes (atelier pratique 4)

8)Gestion des Listes et des bibliothèques
Gestion des types de contenu (atelier pratique 5)

9)Administration de la recherche
Gestion des utilisateurs et de la sécurité (atelier pratique 6)

10)Gestion des Workflows (atelier pratique 7)

11)Les Web Parts (atelier pratique 

12)SharePoint Designer
SharePoint et Visual Studio 2010 (atelier pratique 9)



****** Départ ****
Samedi le 30/11 à 10h de l'ISAMM (Mannouba)

******* Frais de formation :*******
50dt pour les adhérents du club
55dt aux non adhérents

******* Pour l'inscription *****
Veuillez contacter :

Maroua : 24 277 141

HAzem : 26 537 033

Sabri: 25807212

Veuillez vous présenter au bureau du club J2I (prés du club Radio)


https://www.facebook.com/events/1448092865417879/?context=create&ref=25",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/383842988417060/?type=3,2013-11-24 07:01:14,8,0,12,8,0,0,0,0,0,0,
,"Le club J2I organise une formation Sharepoint à El Manara hôtel le 30/11 et 01/12 , elle sera assuré par Mr Hedi BEN TALEB

******* Contenue de la formation ******

1) Introduction

2) Architecture SP2010 VS 2013 

3)Présentation des nouveautés de SharePoint 2013 (atelier Théorique)

4)Installation et configuration
Stratégie de sauvegarde / restauration (atelier pratique 1)

5)Administration des applications web
Administration des sites web (atelier pratique2)

6)Configuration de la collection de sites
Gestion des sites (atelier pratique 3)

7)Gestion des solutions
Gestions des rôles et des groupes (atelier pratique 4)

8)Gestion des Listes et des bibliothèques
Gestion des types de contenu (atelier pratique 5)

9)Administration de la recherche
Gestion des utilisateurs et de la sécurité (atelier pratique 6)

10)Gestion des Workflows (atelier pratique 7)

11)Les Web Parts (atelier pratique 

12)SharePoint Designer
SharePoint et Visual Studio 2010 (atelier pratique 9)

****** Départ ****
Samedi le 30/11 à 10h de l'ISAMM (Mannouba)

******* Frais de formation :*******
50dt pour les adhérents du club
55dt aux non adhérents

******* Pour l'inscription *****
Veuillez contacter :

Maroua : 24 277 141

HAzem : 26 537 033

Sabri: 25807212

Veuillez vous présenter au bureau du club J2I (prés du club Radio)

https://www.facebook.com/events/1448092865417879/?context=create&ref=25",,status,,2013-11-24 06:59:05,3,0,3,3,0,0,0,0,0,0,
,Formation Sharepoint -----------> Coming Soon ...,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/381933568608002/?type=3,2013-11-19 15:35:23,9,0,3,9,0,0,0,0,0,0,
,"Bonjour à tous, voici les liens vers les groupes Unity, C# et Android.
Unity:
*Groupe : https://www.facebook.com/groups/551322628289930/

C#:
*Disponibilité : https://docs.google.com/spreadsheet/ccc?key=0AhLLvJMrlB0NdGZUOVo2R04zckZkdnBBN0lSZzJUbXc#gid=0
*Groupe : https://www.facebook.com/groups/423654064400752/

Android
*Disponibilité : http://goo.gl/NwY1X4
*Groupe : https://www.facebook.com/groups/561695060568978/",,status,,2013-11-03 06:53:43,0,0,0,0,0,0,0,0,0,0,
,"Bonsoir à tous, voici les liens vers les groupes Android et C# ainsi qu'un lien pour choisir votre disponibilité pour chacun de ces groupes:
C#:
*Disponibilité : https://docs.google.com/spreadsheet/ccc?key=0AhLLvJMrlB0NdGZUOVo2R04zckZkdnBBN0lSZzJUbXc#gid=0
*Groupe : https://www.facebook.com/groups/423654064400752/

Android

*Disponibilité : http://goo.gl/NwY1X4
*Groupe : https://www.facebook.com/groups/561695060568978/",,status,,2013-11-01 16:10:32,5,5,0,5,0,0,0,0,0,0,
,"Bonsoir, pour ceux qui ont fait inscription en département Android SVP rejoignez ce groupe
https://www.facebook.com/groups/561695060568978/
Merci.",,status,,2013-11-01 13:58:14,6,0,0,6,0,0,0,0,0,0,
,"Le club organisera demain, le vendredi 01 Novembre 2013 au mini-amphi à 11:35, une réunion avec les inscrits pour présenter et planifier le déroulement des sujets de chaque département.",,status,,2013-10-31 12:28:03,9,1,0,9,0,0,0,0,0,0,
,Les inscriptions se prolongeront jusqu'en fin de semaine.,,status,,2013-10-30 12:50:09,6,0,0,6,0,0,0,0,0,0,
,"Bonsoir à tous, le club jeunes ingénieurs ISAMM mettra à votre disposition un stand pour les inscriptions et pour répondre à toutes vos questions demain, le mercredi 30 Octobre 2013, à partir de 09:00.",,status,,2013-10-29 15:43:04,8,0,2,8,0,0,0,0,0,0,
,"Bonjour à tous, Voici le lien vers le formulaire d'inscription: http://goo.gl/No6AE2
Suite à cette inscription en ligne, veuillez vous présenter au club pour l'inscription finale, à partir du mercredi 30 Octobre 2013, muni des frais d'inscription de 5dt et de 2 photos.",Inscription au club Jeunes Ingénieurs ISAMM,link,https://goo.gl/No6AE2,2013-10-27 10:44:04,4,1,0,4,0,0,0,0,0,0,
,"Bonsoir à tous, pour ceux qui souhaitent s'inscrire, nous mettrons à votre disposition les formulaires d'inscription au plus tard le mardi 29 Octobre 2013. Restez à l'écoute de notre page.",,status,,2013-10-26 16:19:27,5,3,0,5,0,0,0,0,0,0,
,"Bonsoir à tous, le club jeunes ingénieurs ISAMM (J2I) organise une journée d'information, le vendredi 25 Octobre 2013 à l'amphithéâtre de l'ISAMM, pour présenter le club, ses activités et les nouveautés de cette année.",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/369763876491638/?type=3,2013-10-23 15:15:50,9,3,2,9,0,0,0,0,0,0,
,,Formation HTML5 & CSS3,photo,https://www.facebook.com/ClubJ2I/photos/a.270550779746282.1073741827.201198273348200/272206642914029/?type=3,2013-03-19 13:18:00,13,3,1,13,0,0,0,0,0,0,
,,Formation HTML5 & CSS3,photo,https://www.facebook.com/ClubJ2I/photos/a.270550779746282.1073741827.201198273348200/270550813079612/?type=3,2013-03-17 10:40:37,13,3,1,13,0,0,0,0,0,0,
,"Avis aux participants de la formation HTML5 & CSS3, vous devez rendre le TP demain, autrement vous ne pourrez pas recevoir votre attestation de participation.",,status,,2013-03-13 16:57:37,0,10,0,0,0,0,0,0,0,0,
,"A tous les participants de la formation HTML5 & CSS3, Veuillez consulter vos mails. Si vous n'avez pas reçu le TP, veuillez nous envoyer un mail à JeunesIngenieursISAMM@gmail.com pour le recevoir.",,status,,2013-03-12 13:23:15,0,0,0,0,0,0,0,0,0,0,
,"Important: Changement d'horaire 

-----------------------------------
Le vendredi 08/03/2013 de 16h à 18h
Le samedi 09/03/2013 de 11h à 16h
-----------------------------------
Le vendredi 15/03/2013 de 16h à 18h
Le samedi 16/03/2013 de 11h à 16h",,status,,2013-03-06 17:51:24,0,0,0,0,0,0,0,0,0,0,
,Liste des participants à la formation HTML5 et CSS3,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/265123403622353/?type=3,2013-03-06 17:39:59,0,0,0,0,0,0,0,0,0,0,
,"Le club J2I organise une formation professionnelle de 14 heures en HTML5 & CSS3, par monsieur Mohamed Mahbouli, durant 2 semaines:
-----------------------------------
Le vendredi 08/03/2013 de 16h à 18h
Le samedi 09/03/2013 de 11h à 16h
-----------------------------------
Le vendredi 15/03/2013 de 16h à 18h
Le samedi 16/03/2013 de 11h à 16h
-----------------------------------

Pour vous inscrire, veuillez remplir ce formulaire: 

https://docs.google.com/forms/d/1La0SzhEdx-EisyOJIvZVhlPhLDTuiLBIvKatYhaVnLA/viewform


Les frais d'inscription : 25dt pour les adhérents du club et 30dt pour les non-adhérents.


Les places sont limitées.",Formation professionnelle HTML5 et CSS3,event,https://www.facebook.com/events/616857685007263/,2013-02-28 15:13:19,0,0,0,0,0,0,0,0,0,0,
,"Le club J2I organise une formation professionnelle de 14 heures en HTML5 & CSS3, par monsieur Mohamed Mahbouli, durant 2 semaines:
-----------------------------------
Le vendredi 08/03/2013 de 16h à 18h
Le samedi 09/03/2013 de 10h à 14h
Le dimanche 10/03/2013 de 10h à 13h
-----------------------------------
Le vendredi 15/03/2013 de 16h à 18h
Le samedi 16/03/2013 de 10h à 13h
-----------------------------------
Pour vous inscrire, veuillez remplir ce formulaire: 

https://docs.google.com/forms/d/1La0SzhEdx-EisyOJIvZVhlPhLDTuiLBIvKatYhaVnLA/viewform

Les places sont limitées.",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/262104293924264/?type=3,2013-02-28 14:41:42,6,9,6,6,0,0,0,0,0,0,
,Le club J2I vous souhaite une bonne année 2013.,,status,,2012-12-31 15:39:58,3,0,0,3,0,0,0,0,0,0,
,,24h Non-Stop Coding - Challenge,photo,https://www.facebook.com/ClubJ2I/photos/a.218803078254386.55854.201198273348200/219197851548242/?type=3,2012-12-10 16:37:14,17,1,1,17,0,0,0,0,0,0,
,,24h Non-Stop Coding - Challenge,photo,https://www.facebook.com/ClubJ2I/photos/a.218803078254386.55854.201198273348200/218805714920789/?type=3,2012-12-09 13:38:57,17,1,1,17,0,0,0,0,0,0,
,"Fin du ""24h Non-Stop Coding"" challenge. Nos Félicitations à nos 3 équipes gagnantes. Un grand merci aux membres du jury, aux membres du club, aux participants et à nos deux étudiants en audiovisuel qui ont médiatiser cet événement.",,status,,2012-12-09 12:57:10,1,4,0,1,0,0,0,0,0,0,
,"Concernant l'événement de demain, tous les participants devront se présenter à l'ISAMM à 9h. Veuillez apporter vos PC. Bonne chance à tous et toutes.",,status,,2012-12-07 10:58:49,1,0,0,1,0,0,0,0,0,0,
,"""Non-Stop Coding"" Challenge: Le 8 et le 9 décembre à l'hôtel Vincci Soltan - Hammamet. Départ à 10h de l'ISAMM.",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/217708155030545/?type=3,2012-12-06 16:59:13,9,7,4,9,0,0,0,0,0,0,
,"Pour s'inscrire au Non-stop coding challenge, veuillez vous rendre au bureau du club J2I demain, le mercredi 28/11/2012, à 10h. Chaque binôme doit se présenter pour remplir un formulaire d'inscription.",,status,,2012-11-27 12:43:54,3,5,3,3,0,0,0,0,0,0,
,"L'ISAMM et son club J2I organisent un challenge ""non-stop coding"", le 8 et le 9 décembre 2012 à Hammamet, durant lequel 10 équipes formées de 2 étudiants, devront développer une application Android ou IOS. Pour s'inscrire, veuillez vous rendre au local du club le mercredi 28/11/2012 pour remplir une fiche d'inscription. Le choix des équipes participantes se fera par les professeurs responsables.",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/213950845406276/?type=3,2012-11-26 16:15:28,8,0,4,8,0,0,0,0,0,0,
,,Formation Unity - Initiation,photo,https://www.facebook.com/ClubJ2I/photos/a.207159679418726.52246.201198273348200/207159726085388/?type=3,2012-11-07 13:12:34,5,0,0,5,0,0,0,0,0,0,
,Liste des participants à la formation Unity,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/206978732770154/?type=3,2012-11-07 00:39:10,1,0,0,1,0,0,0,0,0,0,
,Formation gratuite Unity ...,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/206496749485019/?type=3,2012-11-05 15:30:33,3,2,4,3,0,0,0,0,0,0,
,"Le club jeunes ingénieurs ISAMM (J2I) lance une formation «Unity» gratuite qui se déroulera à l'ISAMM ce mercredi le 07/11/2012 de 15h20 à 18h.
Les places sont limitées et les adhérents sont prioritaires.
Pour l'inscription Veuillez envoyer un mail ayant comme objet ""Formation Unity"" contenant votre nom, prénom et Niveau à : JeunesIngenieursISAMM@gmail.com",,status,,2012-11-04 08:51:17,3,2,4,3,0,0,0,0,0,0,
,"Le club Jeunes Ingénieurs ISAMM (J2I) ouvre ses portes aux adhérents à partir de lundi 05 Novembre 2012. 
Veuillez vous présenter au stand prévu à cet effet munis d'une photo et des fraîs d'inscription fixés à 3dt (participatif) . Vous pouvez aussi rendre à notre bureau qui situé prés du club Radio ou bien contacter les membres du club.
Soyez les bienvenus.",,status,,2012-11-02 14:49:52,5,0,2,5,0,0,0,0,0,0,
,"1ère Formation Qt:
https://www.facebook.com/media/set/?set=a.204253576376003.51367.201198273348200&type=1&l=485902a478",Jeunes Ingénieurs ISAMM,photo,https://www.facebook.com/ClubJ2I/photos/a.204253576376003.51367.201198273348200/204253613042666/?type=3,2012-10-30 14:42:45,4,4,0,4,0,0,0,0,0,0,
,Bonsoir :) Voici la liste des participants à la formation Qt qui aura lieu ce Mardi,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/203490853118942/?type=3,2012-10-28 15:44:50,6,1,0,6,0,0,0,0,0,0,
,"Une formation sur le Framework QT aura lieu le Mardi 30/10 de 8h30 jusquà 12h15 au labo 15. 
Les places sont limités. Pour l'inscription Veuillez envoyer un mail contenant votre nom, prénom et classe à : JeunesIngenieursISAMM@gmail.com
Merci",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/201201310014563/?type=3,2012-10-23 12:30:54,17,12,1,17,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/201200730014621/?type=3,2012-10-23 12:28:27,0,0,0,0,0,0,0,0,0,0,
